hekayt,bab,clean_text,cluster_k5,cluster_opt,cluster_dbscan
"یکی از ملوکِ عَجَم طبیبی حاذق به خدمتِ مصطفی، صلّی‌ الله‌ُ عَلَیْه‌ِ و سَلَّمَ، فرستاد. سالی در دیارِ عرب بود و کسی تَجْرِبه پیشِ او نیاورد و معالجه از وی در‌نخواست. پیشِ پیغمبر آمد و گله کرد که: مر این بنده را برای معالجتِ اصحاب فرستاده‌اند و در این مدّت کسی التفاتی نکرد تا خدمتی که بر بنده معیَّن است، به جای آوَرَد. رسول، علیه‌السّلام، گفت: این طایفه را طریقتی است که تا اشتها غالب نشود، نخورند و هنوز اشتها باقی بُوَد که دست از طعام بدارند. حکیم گفت: این است موجبِ تندرستی. زمین ببوسید و برَفت. سخن آنگه کُنَد حکیم آغاز
یا سرانگشت سویِ لقمه، دراز که ز ناگفتنش خلل زاید
یا ز ناخوردنش به جان آید لا‌جَرَم حکمتش بوَد، گفتار
خوردنش تندرستی آرَد بار",3,ملوک عجم طبیب حاذق خدمت مصطفی صلیالله سلم فرستاد سال دیار عرب تجربه نیاورد معالجه درنخواست پیغمبر گله مر معالجت اصحاب فرستادهاند التفات خدمت معین رسول علیهالسلام طایفه طریقت اشتها غالب خورد اشتها باقی دست طعام حکیم تندرست زمین بوسید سخن آنگه حکیم آغاز سرانگشت لقمه دراز ناگفتن خلل زاد ناخوردنش جان لاجرم حکمت گفتار خوردن تندرست آرد,3,4,-1
"در سیرتِ اردشیرِ بابکان آمده است که حکیمِ عرب را پرسید که: روزی چه مایه طعام باید خوردن؟ گفت: صد دِرَم سنگ کفایت است. گفت: این قدر چه قوّت دهد؟ گفت: هٰذَا الْمِقْدارُ یَحْمِلُکَ و مٰازادَ عَلیٰ ذٰلِکَ فَاَنْتَ حامِلُهُ. یعنی این قدر تو را بر پای همی‌دارد و هر چه بر این زیادت کنی، تو حمّال آنی. خوردن برایِ زیستن و ذکر کردن است
تو معتقد که زیستن از بهرِ خوردن است",3,سیرت اردشیر بابکان حکیم عرب پرسید روزید مایه طعام خوردن صد سنگ کفایت قدر قوت هذا المقدار یحملک مازاد علی ذلک فانت حامله قدر پای همیدارد حمال آنی خوردن زیستن ذکر معتقد زیستن بهر خوردن,4,5,7
"دو درویشِ خراسانی مُلازمِ صحبتِ یکدیگر سفر کردندی. یکی ضعیف بود که هر به دو شب افطار کردی و دیگر قوی که روزی سه بار خوردی. اتفاقاً بر درِ شهری به تهمتِ جاسوسی گرفتار آمدند. هر دو را به خانه‌ای کردند و در به گِل برآوردند. بعد از دو هفته معلوم شد که بی‌‎گناهند. در را گشادند. قوی را دیدند مرده و ضعیف جان به سلامت بُرده. مردم در این عجب ماندند. حکیمی گفت: خلافِ این عجب بودی، آن یکی بسیارخوار بوده است، طاقتِ بی‌‎نوایی نیاورد، به سختی هلاک شد. وین دگر خویشتن‌‎دار بوده است، لاجَرَم بر عادتِ خویش صبر کرد و به سلامت بماند. چو کم ‎خوردن طبیعت شد کسی را
چو سختی پیشش آید، سهل گیرد وگر تن‌‎پرور است اندر فراخی
چو تنگی بیند، از سختی بمیرد",3,درویش خراسانی ملازم صحبت سفر کردندی ضعیف شب افطار کردی قوی روزید خورد اتفاقا شهر تهمت جاسوس گرفتار خان گل برآوردند هفته معلوم بیگناهند گشاد قوی مرده ضعیف جان سلامت برده مردم عجب حکیم خلاف عجب بسیارخوار طاقت بینوا نیاورد سختی هلاک وین دگر خویشتندار لاجرم عادت صبر سلامت خوردن طبیعت سختی سهل وگر تنپرور اندر فراخ تنگ سختی مرد,3,4,6
"یکی از حکما پسر را نهی همی‌کرد از بسیار خوردن که سیری مردم را رنجور کند. گفت: ای پدر! گرسنگی خلق را بکشد، نشنیده‌ای که ظریفان گفته‌اند به سیری مردن به که گرسنگی بردن. گفت: اندازه نگهدار، کُلُوا وَ اشْرَبُوا وَ لٰا تُسْرِفوُا. نه چندان بخور کز دهانَت بر‌آید
نه چندان که از ضعف جانت بر‌آید با‌آن‌که در وجودِ طعام است عیشِ نفس
رنج آوَرَد طعام که بیش از قَدَر بوَد گر گُل‌شِکَر خوری به تکلّف، زیان کند
ور نانِ خشک دیر خوری، گل‌شکر بوَد رنجوری را گفتند: دلت چه می‌خواهد؟ گفت: آن که دلم چیزی نخواهد. معده چو کج گشت و شکم‌درد خاست
سود ندارد همه اسباب، راست",3,حکما پسر نهی همیکرد خوردن سیری مردم رنجور پدر گرسنگی خلق کشید نشنیدهای ظریف گفتهاند سیری مردن گرسنگی بردن اندازه نگهدار کلوا اشربوا لا تسرفوا چندان بخور کز دهان برآید چندان ضعف جان برآید باآنکه طعام عیش نفس رنج طعام قدر بودگر گلشکر خورد تکلف زیان ور نان خشک دیر خورد گلشکر رنجور دل میخواهد دل نخواهد_معده کج شکمدرد خاست سود اسباب راست,4,4,6
"بقّالی را دِرَمی چند بر صوفیان گرد آمده بود در واسط. هر روز مُطالبت کردی و سخنان با خشونت گفتی. اصحاب از تَعَنُّتِ وی خسته‌خاطر همی‌بودند و از تحمّل چاره نبود. صاحب‌دلی در آن میان گفت: نفْسْ را وعده دادن به طعام آسان‌تر است که بقّال را به دِرَم. ترکِ احسانِ خواجه اولی‌ٰتر
کاحتمالِ جفایِ بَوّابان به تمنّای گوشت، مردن بِهْ
که تقاضایِ زشتِ قصّابان",3,بقال درمی صوف گرد واسط روز مطالب کردی سخن خشونت اصحاب تعنت خستهخاطر همیبودند تحمل چاره صاحبدلی نفس وعده طعام آسان بقال ترک احسان خواجه کاحتمال جفا بوابان تمنا گوشت مردن تقاضای زشت قصاب,4,5,-1
"جوانمردی را در جنگِ تاتار جراحتی هول رسید. کسی گفت: فلان بازرگان نوش‌دارو دارد، اگر بخواهی، باشد که دریغ ندارد. گویند آن بازرگان به بُخْل معروف بود. گر به جایِ نانْشْ، اندر سفره بودی آفتاب
تا قیامت روزِ روشن کس ندیدی در جهان جوانمرد گفت: اگر خواهم، دارو دهد یا ندهد. و گر دهد، منفعت کند یا نکند. باری، خواستن از او زهرِ کُشنده است. هر چه از دونان به منّت خواستی
در تن افزودیّ و از جان کاستی و حکیمان گفته‌اند: آبِ حیات اگر فروشند فی‌المثل به آب‌روی، دانا نخرد که مردن به علّت بَهْ از زندگانی به مَذَلّت. اگر حَنْظَل خوری از دستِ خوش‌خوی
بِهْ از شیرینی از دستِ تُرُش‌روی",3,جوانمرد جنگ تاتار جراحت هول فلان بازرگان نوشدارو خواست دریغ بازرگان بخل معروف نان اندر سفره آفتاب قیامت روز روشن جهان جوانمرد خواهم_دارو وگر منفعت خواستن زهر کشنده دون منت خواست تن جان کاستی حک گفتهاند آب حیات فروخت فیالمثل آبرو دانا خرید مردن زندگانی مذلت حنظل خورد دست خوشخوی شیرینی دست ترشرو,3,8,1
"یکی از علما خورندهٔ بسیار داشت و کَفافِ اندک. یکی را از بزرگان که در او معتقد بود بگفت. روی از توقّعِ او در هم کشید و تعرّضِ سؤال از اهلِ ادب در نظرش قبیح آمد. ز بخت، روی‌تُرُش‌کرده، پیشِ یارِ عزیز
مرو، که عیش بر او نیز تلخ گردانی به حاجتی که رَوی، تازه‌روی و خندان رو
فرو نبندد کارِ گشاده‌پیشانی آورده‌اند که اندکی در وظیفهٔ او زیادت کرد و بسیاری از ارادت کم. دانشمند چون پس از چند روز مودّتِ معهود بر‌قرار ندید گفت: بِئْسَ الْمَطَاعِمُ حِینَ الذُلُّ یَکْسِبُها
الْقِدْرُ مُنْتَصَبٌ وَ الْقَدْرُ مَخْفوُضٌ نانم افزود و آبرویم کاست
بینوایی بِهْ از مذلّتِ خواست",3,علما خورنده کفاف اندک معتقد توقع کشید تعرض سؤال اهل ادب قبیح بخت رویترشکرده یار عزیز مرو عیش تلخ گرداند حاجت تازهروی خندان فرو بست کار گشادهپیشانی آوردهاند اندک وظیفه ارادت دانشمند روز مودت معهود برقرار بئس المطاعم حین الذل یکسبها القدر منتصب القدر مخفوض نان آبرو کاست بینوا مذلت خواست,4,8,1
"درویشی را ضَرورتی پیش آمد. کسی گفت: فلانْ نعمتی دارد بی‌قیاس، اگر بر حاجتِ تو واقف گردد، همانا که در قَضایِ آن توقّف روا ندارد. گفت: من او را ندانم. گفت: مَنَت رهبری کنم. دستش گرفت تا به منزلِ آن شخص در‌آورد. یکی را دید لب فرو‌هشته و تند نشسته. برگشت و سخن نگفت. کسی گفتش: چه کردی؟ گفت: عطایِ او را به لِقایِ او بخشیدم. مَبَر حاجت به نزدیکِ تُرُش‌روی
که از خوی بدش فرسوده گردی اگر گویی غمِ دل، با کسی گوی
که از رویَش به نقدْ آسوده گردی",3,درویش ضرورت فلان نعمت بیقیاس حاجت واقف همانا قضا توقف روا منت رهبر دست منزل شخص درآورد لب فروهشته تند نشسته برگ سخن گفتش کردی عطا لقا بخشید مبر حاجت ترشرو خو بد فرسوده گردی غم دل گوی رویش نقد آسوده گردی,3,4,-1
"خشکسالی در اسکندریّه عنانِ طاقتِ درویش از دست رفته بود، درهایِ آسمان بر زمین بسته و فریادِ اهلِ زمین به آسمان پیوسته. نماند جانور از وحش و طَیْر و ماهی و مور
که بر فلک نشد از بی‌مرادی افغانش عجب که دودِ دلِ خَلق جمع می‌نشود
که ابر گردد و سیلابِ دیده بارانش در چنین سال، مُخَنَّثی، دور از دوستان، که سخن در وصفِ او ترکِ ادب است، خاصّه در حضرتِ بزرگان و به طریقِ اِهمال از آن در‌گذشتن هم نشاید که طایفه‌ای بر عجزِ گوینده حمل کنند. بر این دو بیت اقتصار کنیم که اندک، دلیلِ بسیاری باشد و مشتی نمودارِ خرواری: گر تَتَر بُکشَد این مخنّث را
تتری را دگر نباید کُشت چند باشد چو جِسرِ بغدادش
آب در زیر و آدمی در پشت چنین شخصی -که یک طرف از نَعْتِ او شنیدی- در این سال نعمتی بیکران داشت، تنگدستان را سیم و زر دادی و مسافران را سفره نهادی. گروهی درویشان از جورِ فاقه به طاقت رسیده بودند. آهنگِ دعوتِ او کردند و مشاورت به من آوردند. سر از موافقت باز زدم و گفتم: نخورَد شیر، نیم‌خوردهٔ سگ
ور بمیرد به سختی اندر غار تن به بیچارگی و گُرْسنگی
بِنِه و دستْ پیشِ سِفله مدار گر فریدون شود به نعمت و مُلک
بی‌هنر را به هیچ‌کس مشمار پرنیان و نَسیج بر نااهل
لاجورد و طلاست بر دیوار",3,خشکسالی اسکندریه عنان طاقت درویش دست آسمان زمین بسته فریاد اهل زمین آسمان پیوسته جانور وحش طیر ماه مور فلک بیمرادی افغان عجب دود دل خلق مینشود ابر سیلاب دیده باران سال مخنث دوستان سخن وصف ترک ادب خاصه حضرت طریق اهمال درگذشتن نشاید طایف عجز گوینده حمل بیت اقتصار اندک دلیل مشت نمودار خروار تتر کشید مخنث تتری دگر کشت جسر بغداد آب آدم یکطرف نعت سال نعمت بیکران تنگدستان سیم زر مسافر سفره نهادی درو جور فاقه طاقت آهنگ دعوت مشاور سر موافقت زد خورد شیر نیمخورده سگ ور مرد سختی اندر غار تن بیچارگی گرسنگی بنه دست سفله مدارگر فریدون نعمت ملک بیهنر هیچکس مشمار پرنیان نسیج نااهل لاجورد طلاست دیوار,3,4,1
"حاتمِ طایی را گفتند: از تو بزرگ‌همّت‌تر در جهان دیده‌ای یا شنیده‌ای؟ گفت: بلی! روزی چهل شتر قربان کرده بودم اُمرایِ عرب را، پس به گوشهٔ صحرایی به حاجتی برون رفته بودم، خارکنی را دیدم پشته فراهم آورده. گفتمش: به مهمانیِ حاتم چرا نَرَوی که خَلقی بر سِماطِ او گرد آمده‌اند؟ گفت: هر‌که نان از عملِ خویش خورَد
منّتِ حاتمِ طایی نبَرَد من او را به همّت و جوانمردی از خود برتر دیدم.",3,حاتم طایی بزرگهمتتر جهان شنیدهای بلی روزید چهل شتر قربان امرا عرب گوشه صحرا حاجت برون خارکن پشته فراهم آورده گفتمش مهمان حاتم خلق سماط گرد آمدهاند هرکه نان عمل خورد منت حاتم طایی نبرد همت جوانمرد برتر,3,8,1
"موسی، عَلَیْه‌ِالسَّلامُ، درویشی را دید از برهنگی به ریگ اندر شده. گفت: ای موسی! دعا کن تا خدا، عَزَّوَجَلّ، مرا کَفافی دهد که از بی‌طاقتی به جان آمدم. موسی دعا کرد و برفت. پس از چند روز که باز‌آمد از مناجات، مرد را دید گرفتار و خَلقی انبوه بر او گرد آمده. گفت: این چه حالت است؟ گفتند: خَمْر خورده و عربده کرده و کسی را کُشته، اکنون به قِصاص فرموده‌اند. و لطیفان گفته‌اند: گربهٔ مسکین اگر پر داشتی
تخمِ گنجشک از جهان برداشتی عاجز، باشد که دستِ قوَّت یابد
برخیزد و دستِ عاجزان برتابد وَ لَوْ بَسَطَ اللهُ الرِّزْقَ لِعِبٰادِهِ لَبَغَوْا فِی الْاَرْض. موسی، علیه‌السَّلام، به حکمتِ جهان‌آفرین اقرار کرد و از تَجاسُرِ خویش استغفار. مٰاذا اَخاضَکَ یا مَغْرُورُ فِی الْخَطَرِ
حَتّیٰ هَلَکْتَ فَلَیْتَ النَّمْلَ لَمْ یَطِرِ بنده چو جاه آمد و سیم و زرش
سیلی خواهد به ضرورت سَرَش آن نشنیدی که فلاطون چه گفت
مور همان به که نباشد پَرَش؟ پدر را عسل بسیار است ولی پسر گرمی‌دار است. آن‌کس‌که توانگرت نمی‌گرداند
او مصلحتِ تو از تو بهتر داند",3,موسی علیهالسلام درویش برهنگی ریگ اندر موسی دعا خدا عزوجل کفاف بیطاقتی جان موسی دعا روز مناجات مرد گرفتار خلق انبوه گرد حالت خمر خورده عربده کشته قصاص فرمودهاند لطیف گفتهاند گربه مسکین تخم گنجشک جهان برداشتی عاجز دست قوت برخیزد دست عاجز برتابد لو بسط الله الرزق لعباده لبغوا فی الارض موسی علیهالسلام حکمت جهانآفرین اقرار تجاسر استغفار ماذا اخاضک مغرور فی الخطر هلکت فلیت النمل لم یطر جاه سیم زر سیلی خواهد_به ضرورت سر فلاطون مور پرش پدر عسل پسر گرمیدار آنکسکه توانگر نمیگرداند مصلحت,3,8,1
"اَعرابی را دیدم در حلقهٔ جوهریانِ بصره که حکایت همی‌کرد که: وقتی در بیابانی راه گم کرده بودم و از زاد معنیٰ چیزی با من نمانده بود و دل بر هلاک نهاده، که همی ناگاه کیسه‌ای یافتم پُر مروارید. هرگز آن ذوق و شادی فراموش نکنم که پنداشتم گندمِ بریان است، باز آن تلخی و نومیدی که معلوم کردم که مروارید است! در بیابانِ خشک و ریگِ روان
تشنه را در دهان چه دُر چه صدف مردِ بی‌توشه کاوفتاد از پای
بر کمربندِ او چه زر چه خَزَف",3,اعرابی حلقه جوهر بصره حکایت همیکرد بیابان گمکرده زاد معنی دل هلاک نهاده ناگاه کیسهای مروارید هرگز ذوق شادی فراموش پنداشت گندم بریان تلخ نومید معلوم مروارید بیابان خشک ریگ روان تشنه دهان صدف مرد بیتوشه کاوفتاد پای کمربند زر خزف,3,4,1
"یکی از عرب در بیابانی از غایتِ تشنگی می‌گفت: یا لَیْتَ قَبْلَ مَنِیَّتي یَوْماً أَفُوزُ بِمُنْیَتي
نَهْراً تُلاطِمُ رُکْبَتي وَ أَظَلُّ أَمْلَأُ قِرْبَتي",3,عرب بیابان غایت تشنگی میگفت لیت منیتی یوما أفوز بمنیتی نهرا تلاطم رکبتی أظل أملأ قربت,3,1,-1
"همچنین در قاعِ بسیط مسافری گم شده بود و قوت و قوَّتش به آخر آمده و دِرَمی چند بر میان داشت، بسیاری بگردید و ره به جایی نبرد، پس به سختی هلاک شد. طایفه‌ای برسیدند و درم‌ها دیدند پیشِ رویش نهاده و بر خاک نبشته: گر همه زَرِّ جعفرى دارد
مَردِ بى‌توشه برنگیرد گام در بیابان فقیرِ سوخته را
شلغمِ پخته بِه که نقرهٔ خام",3,قاع بسیط مسافر گمشده قوت قوت آخر درمی ره نبرد سختی هلاک طایف برسیدند درمها رویش نهاده خاک نبشته زر جعفری مرد بیتوشه برنگیرد گام بیابان فقیر سوخته شلغم پخته نقره خام,3,4,1
"هرگز از دورِ زمان ننالیده بودم و روی از گردشِ آسمان در هم نکشیده، مگر وقتی که پایم برهنه مانده بود و استطاعتِ پای‌پوشی نداشتم. به جامعِ کوفه در‌آمدم دلتنگ، یکی را دیدم که پای نداشت. سپاسِ نعمتِ حق به جای آوردم و بر بی‌کفشی صبر کردم. مرغِ بریان به چشمِ مَردمِ سیر
کمتر از برگِ تَرّه بر خوان است وآنکه را دستگاه و قوَّت نیست
شلغمِ پخته، مرغِ بریان است",3,هرگز زمان نالید گردش آسمان کشید مگر وقتیکه پایید برهنه استطاعت پایپوشی جامع کوفه دلتنگ پای سپاس نعمت حق بیکفشی صبر مرغ بریان چشم مردم سیر کمتر برگ تره خوان وآنکه دستگاه قوت شلغم پخته مرغ بریان,3,1,1
"یکی از ملوک با تنی چند خاصان در شکارگاهی به زمستان از عمارت دور افتادند، تا شب در‌آمد، خانهٔ دهقانی دیدند. مَلِک گفت: شب آنجا رَویم تا زحمتِ سرما نباشد. یکی از وزرا گفت: لایقِ قدرِ پادشاه نیست به خانهٔ دهقانی اِلْتِجا کردن، هم‌ اینجا خیمه زنیم و آتش کنیم. دهقان را خبر شد. ما‌حَضَری ترتیب کرد و پیش آورد و زمین ببوسید و گفت: قدرِ بلندِ سلطان نازل نشدی ولیکن نخواستند که قدرِ دهقان بلند گردد. سلطان را سخن گفتنِ او مطبوع آمد، شبانگاه به منزلِ او نَقل کردند. بامدادانش خِلْعَت و نعمت فرمود. شنیدندش که قدمی چند در رکابِ سلطان همی‌رفت و می‌گفت: ز قدر و شوکتِ سلطان نگشت چیزی کم
از التفات به مهمان‌سرایِ دهقانی کلاه‌گوشهٔ دهقان به آفتاب رسید
که سایه بر سرش انداخت چون تو سلطانی",3,ملوک تنی شکارگاه زمستان عمار شب خانه دهقان ملک شب زحمت سرما وزرا لایق قدر پادشاه خانه دهقان التجا خیمه زد آتش دهقان خبر ماحضری زمین بوسید قدر بلند سلطان نازل ولیکن خواست قدر دهقان بلند سلطان سخن گفتن مطبوع شبانگاه منزل نقل بامدادان خلعت نعمت فرمود شنیدندش قدم رکاب سلطان همیرفت میگفت قدر شوکت سلطان التفات مهمانسرای دهقان کلاهگوشه دهقان آفتاب سایه سر انداخت سلطان,2,2,0
"گدایی هول را حکایت کنند که نعمتی وافر اندوخته بود. یکی از پادشاهان گفتش: همی‌نمایند که مالِ بی‌کران داری و ما را مهمّی هست، اگر به برخی از آن دست‌گیری کنی چون ارتفاع رسد وفا کرده شود و شُکر گفته. گفت: ای خداوندِ روی زمین! لایقِ قَدرِ بزرگوارِ پادشاه نباشد دستِ همّت به مالِ چون من گدایی آلوده کردن که جو جو به گدایی فراهم آورده‌ام. گفت: غم نیست که به کافر می‌دهم، اَلْخَبیثاتُ لِلْخَبیثین. گر آبِ چاهِ نَصرانی نه پاک است
جهودِ مُرده می‌شویی چه باک است؟ قالوُا عَجِینُ الْکِلْسِ لَیْسَ بِطاهِرٍ
قُلْنٰا نَسُدُّ بِهِ شُقوُقَ الْمَبْرَزِ شنیدم که سر از فرمانِ ملک باز زد و حُجَّت آوردن گرفت و شوخ‌چشمی کردن. بفرمود تا مَضمونِ خِطاب از او به زجر و توبیخ مُخَلَّص کردند. به لطافت چو بر‌نیاید کار
سر به بی‌حرمتی کِشَد ناچار هر‌که بر خویشتن نبخشاید
گر نبخشد کسی بر او، شاید",3,گدا هول حکایت نعمت وافر اندوخته پادشاه گفتش همینمایند مال بیکران هست دستگیر ارتفاع وفا شکر خداوند زمین لایق قدر بزرگوار پادشاه دست همت مال گدا آلوده جو جو گدا فراهم آوردهام غم کافر میدهم الخبیثات للخبیثین آب چاه نصران پاک جهود مرده میشویی باک قالوا عجین الکلس لیس بطاهر قلنا نسد شقوق المبرز سر فرمان ملک زد حجت آوردن شوخچشمی بفرمود مضمون خطاب زجر توبیخ مخلص لطافت برنیاید کار سر بیحرمتی کشید ناچار هرکه خویشتن بخشایید بخشید,2,2,0
"بازرگانی را شنیدم که صد و پنجاه شتر، بار داشت و چهل بندهٔ خدمتکار. شبی در جزیرهٔ کیش مرا به حجرهٔ خویش در‌آورد. همه شب نیارمید از سخن‌های پریشان گفتن که: فلان اَنْبازم به ترکستان و فلان بِضاعت به هندوستان است و این قَبالهٔ فلان زمین است و فلان چیز را فلان، ضَمین. گاه گفتی: خاطرِ اسکندریّه دارم که هوایی خوش است. باز گفتی: نه! که دریایِ مغرب مشوَّش است. سعدیا! سفری دیگرم در پیش است. اگر آن کرده شود، بقیّتِ عمرِ خویش به گوشه بنشینم. گفتم: آن کدام سفر است؟ گفت: گوگردِ پارسی خواهم بردن به چین که شنیدم قیمتی عظیم دارد و از آنجا کاسهٔ چینی به روم آرم و دیبای رومی به هند و فولادِ هندی به حَلَب و آبگینهٔ حلبی به یَمَن و بُرْدِ یمانی به پارس و زآن‌پس ترکِ تجارت کنم و به دکّانی بنشینم. انصاف، از این ماخولیا چندان فرو‌گفت که بیش طاقتِ گفتنش نماند! گفت: ای سعدی! تو هم سخنی بگوی از آن‌ها که دیده‌ای و شنیده. گفتم: آن شنیدستی که در اَقْصایِ غُور
بارْسالاری بیفتاد از ستور گفت: «چشمِ تنگِ دنیادوست را
یا قناعت پُر کند یا خاکِ گور»",3,بازرگان صد پنجاه شتر چهل خدمتکار شب جزیره کیش حجره درآورد شب نیارمید سخن پریشان گفتن فلان انبازید ترکستان فلان بضاعت هندوستان قباله فلان زمین فلان فلان ضمین خاطر اسکندریه هوا خوش دریا مغرب مشوش سعدیا سفر بقیت عمر گوشه سفر گوگرد پارس خواهم_بردن چین قیمت عظیم کاسه چینی روم آرم دیبا روم هند فولاد هند حلب آبگینه حلبی یمن برد یمانی پارس زآنپس ترک تجارت دکان انصاف ماخولیا چندان فروگفت طاقت گفتن سعدی سخن شنیده شنیدستی اقصای غور بارسالاری بیفتاد ستور چشمتنگ دنیادوست قناعت خاک گور,1,10,-1
"مال‌داری را شنیدم که به بُخْلْ چنان معروف بود که حاتمِ طایی در کَرَم. ظاهرِ حالش به نعمتِ دنیا آراسته و خِسَّتِ نفسِ جِبِلّی در وی همچنان مُتَمَکِّن، تا به جایی که نانی به جانی از دست ندادی و گربهٔ بُوهُرَیْرَه را به لقمه‌ای ننواختی و سگِ اصحابِ الکَهف را استخوانی نینداختی. فی‌الجمله، خانهٔ او را کس ندیدی در گشاده و سفرهٔ او را سر گشاده. درویش به جز بویِ طعامش نشنیدی
مرغ از پسِ نان خوردن او، ریزه نچیدی شنیدم که به دریایِ مغرب اندر، راهِ مصر بر‌گرفته بود و خیالِ فرعونی در سر؛ حَتّیٰ اِذا اَدْرَکَهُ الْغَرَقُ، بادی مخالفِ کِشتی برآمد. با طبعِ ملولت چه کند، هر‌که نسازد؟
شُرْطه همه وقتی نبوَد لایقِ کَشتی دستِ دعا برآورد و فریادِ بی‌فایده خواندن گرفت. وَ اِذا رَکِبُوا فِی الْفُلْکِ دَعَوُ اللهَ مُخْلِصینَ لَهُ الدّینَ. دستِ تضرّع چه سود بندهٔ محتاج را
وقتِ دعا بر خدای، وقتِ کَرَم در بغل؟ از زر و سیم، راحتی برسان
خویشتن هم تمتّعی بر‌گیر وآنگه این خانه کز تو خواهد ماند
خشتی از سیم و خشتی از زر گیر آورده‌اند که در مصر اَقاربِ درویش داشت. به بقیّتِ مالِ او توانگر شدند و جامه‌های کهن به مرگِ او بدریدند و خَزّ و دِمیاطی بریدند. هم در آن هفته یکی را دیدم از ایشان بر بادپایی روان، غلامی در پی دوان. وه که گر مرده باز‌گردیدی
به میانِ قبیله و پیوند ردِّ میراث سخت‌تر بودی
وارثان را ز مرگِ خویشاوند به سابقهٔ معرفتی که میانِ ما بود، آستینش گرفتم و گفتم: بخور، ای نیک‌سیرتِ سَره‌مَرد
کان نگون‌بخت گِرد کرد و نخوَرد",3,مالداری بخل چنان معروف حاتم طایی کرم ظاهر نعمت دنیا آراسته خست نفس جبل متمکن نان جان دست گربه بوهریره لقمهای ننواختی سگ اصحاب الکهف استخوان نینداختی فیالجمله خانه گشاده سفره سر گشاده درویش بو طعام مرغ نان خوردن ریزه چید دریا مغرب اندر مصر برگرفته خیال فرعون سر اذا ادرکه الغرق باد مخالف کشتی برآمد طبع ملول هرکه ساخت شرطه لایق کشتی دست دعا برآورد فریاد بیفایده خواندن اذا رکبوا فی الفلک دعو الله مخلصین له الدین دست تضرع سود محتاج وقت دعا خدا وقت کرم بغل زر سیم راحت برسان خویشتن تمتع برگیر وآنگه خانه کز خشت سیم خشت زر گیر آوردهاند مصر اقارب درویش بقیت مال توانگر جامه کهن مرگ بدریدند خز دمیاطی بریدند هفته بادپا روان غلام دوان وه کهگر مرده بازگردیدی قبیله پیوند رد میراث سختتر وارث مرگ خویشاوند سابقه معرفت آستین بخور نیکسیرت سرهمرد کان نگونبخت گرد خورد,3,8,1
"صیّادی ضعیف را ماهیِ قوی به دام اندر افتاد، طاقتِ حفظِ آن نداشت. ماهی بر او غالب آمد و دام از دستش در‌ رُبود و برَفت. شد غلامی که آبِ جوی آرَد
جویِ آب آمد و غلام ببُرد! دامْ هر بار ماهی آوردی
ماهی این بار رَفت و دام ببُرد دیگر صیّادان دریغ خوردند و ملامتش کردند که چنین صیدی در دامت افتاد و ندانستی نگاه داشتن. گفت: ای برادران، چه توان کردن؟ مرا روزی نبود و ماهی را همچنان روزی مانده بود. صیّادِ بی‌روزی در دجله نگیرد و ماهیِ بی‌اجل بر خشک نمیرد.",3,صیاد ضعیف ماه قوی دام اندر طاقت حفظ ماه غالب دام دست ربود غلام آب جوی آرد جوی آب غلام برد دام ماه ماه دام برد صیاد دریغ خورد ملامت صید دام نگاهداشتن برادر روزید ماه روزید صیاد بیروزی دجله ماه بیاجل خشک مرد,4,4,7
"دست‌ و‌ پا‌بریده‌ای هزارپایی بکُشت. صاحبدلی بر او گذر کرد و گفت: سُبْحٰان‌َالله! با هزار پایْ که داشت چون اجلش فرا‌ رسید از بی‌دست‌و‌پایی گریختن نتوانست. چو آید ز پی دشمنِ جان‌ستان
ببندد اجل پایِ اسبِ دوان در آن دم که دشمن پیاپی رسید
کمانِ کیانی نشاید کشید",3,دست پابریدهای هزارپا بک صاحبدلی گذر سبحانالله هزار پای اجل فرا بیدستوپایی گریختن توانست دشمن جانستان بست اجل پای اسب دوان دم دشمن پیاپی کمان کیان نشاید کشید,0,3,8
"ابلهی را دیدم سَمین، خِلعتی ثَمین در بر و مَرْکَبی تازی در زیر و قَصَبی مصری بر سر. کسی گفت: سعدی! چگونه همی‌بینی این دیبای مُعْلَمْ بر این حیوانِ لا‌یَعْلَمْ؟ گفتم: قَدْ شٰابَهَ بِالْوَرَیٰ حِمارٌ
عِجْلاً جَسَداً لَهُ خُوارٌ یک خلقتِ زیبا به از هزار خلعتِ دیبا. به آدمی نتوان گفت مانَد این حیوان
مگر دُراعه و دستار و نقشِ بیرونش بگرد در همه اسبابِ مِلک و هستیِ او
که هیچ چیز نبینی حلال جز خونَش",3,ابله سمین خلعت ثمین مرکب تازی قصبی مصر سر سعدی همیبینی دیبا معلم حیوان لایعلم قد شابه بالوری حمار عجلا جسدا له خوار خلقت زیبا هزار خلعت دیبا آدم نتوان حیوان مگر دراعه دستار نقش بگرد اسباب ملک هستی هیچچیز حلال خون,2,2,-1
"دزدی گدایی را گفت: شرم نداری که دست از برایِ جوی سیم پیشِ هر لَئیم دراز می‌کنی؟ گفت: دست دراز از پیِ یک حبّه سیم
به که بِبُرَّند به دانگی و نیم",3,دزدی گدا شرم نداری دست جوی سیم لئیم دراز میکنی دست دراز حبه سیم برد دانگ نیم,3,4,11
